Type,StartDate,EndDate,Value,Unit
Blood Glucose,2024-12-07T00:38:41Z,,107.0,mg/dL
Blood Glucose,2024-12-07T00:43:41Z,,113.0,mg/dL
Blood Glucose,2024-12-07T00:48:42Z,,117.0,mg/dL
Blood Glucose,2024-12-07T00:53:42Z,,114.0,mg/dL
Blood Glucose,2024-12-07T00:58:41Z,,109.0,mg/dL
Blood Glucose,2024-12-07T01:03:42Z,,114.0,mg/dL
Blood Glucose,2024-12-07T01:08:42Z,,116.0,mg/dL
Blood Glucose,2024-12-07T01:13:42Z,,111.0,mg/dL
Blood Glucose,2024-12-07T01:18:42Z,,107.0,mg/dL
Blood Glucose,2024-12-07T01:23:42Z,,106.0,mg/dL
Blood Glucose,2024-12-07T01:28:42Z,,106.0,mg/dL
Blood Glucose,2024-12-07T01:33:42Z,,101.0,mg/dL
Blood Glucose,2024-12-07T01:38:42Z,,96.0,mg/dL
Blood Glucose,2024-12-07T01:43:41Z,,93.0,mg/dL
Blood Glucose,2024-12-07T01:48:42Z,,88.0,mg/dL
Blood Glucose,2024-12-07T01:53:42Z,,90.0,mg/dL
Blood Glucose,2024-12-07T01:58:42Z,,91.0,mg/dL
Blood Glucose,2024-12-07T02:03:42Z,,92.0,mg/dL
Blood Glucose,2024-12-07T02:08:42Z,,93.0,mg/dL
Blood Glucose,2024-12-07T02:13:42Z,,95.0,mg/dL
Blood Glucose,2024-12-07T02:18:42Z,,100.0,mg/dL
Blood Glucose,2024-12-07T02:23:42Z,,98.0,mg/dL
Blood Glucose,2024-12-07T02:28:42Z,,98.0,mg/dL
Blood Glucose,2024-12-07T02:33:41Z,,97.0,mg/dL
Blood Glucose,2024-12-07T02:38:41Z,,95.0,mg/dL
Blood Glucose,2024-12-07T02:43:41Z,,93.0,mg/dL
Blood Glucose,2024-12-07T02:48:42Z,,92.0,mg/dL
Blood Glucose,2024-12-07T02:53:42Z,,91.0,mg/dL
Blood Glucose,2024-12-07T02:58:42Z,,90.0,mg/dL
Blood Glucose,2024-12-07T03:03:42Z,,89.0,mg/dL
Blood Glucose,2024-12-07T03:08:42Z,,88.0,mg/dL
Blood Glucose,2024-12-07T03:13:42Z,,80.0,mg/dL
Blood Glucose,2024-12-07T03:18:42Z,,86.0,mg/dL
Blood Glucose,2024-12-07T03:23:42Z,,87.0,mg/dL
Blood Glucose,2024-12-07T03:28:42Z,,88.0,mg/dL
Blood Glucose,2024-12-07T03:33:42Z,,89.0,mg/dL
Blood Glucose,2024-12-07T03:38:42Z,,90.0,mg/dL
Blood Glucose,2024-12-07T03:43:42Z,,89.0,mg/dL
Blood Glucose,2024-12-07T03:48:42Z,,89.0,mg/dL
Blood Glucose,2024-12-07T03:53:42Z,,88.0,mg/dL
Blood Glucose,2024-12-07T03:58:42Z,,75.0,mg/dL
Blood Glucose,2024-12-07T04:03:42Z,,71.0,mg/dL
Blood Glucose,2024-12-07T04:08:42Z,,77.0,mg/dL
Blood Glucose,2024-12-07T04:13:42Z,,80.0,mg/dL
Blood Glucose,2024-12-07T04:18:42Z,,80.0,mg/dL
Blood Glucose,2024-12-07T04:23:42Z,,83.0,mg/dL
Blood Glucose,2024-12-07T04:28:42Z,,82.0,mg/dL
Blood Glucose,2024-12-07T04:33:43Z,,83.0,mg/dL
